"id:","Название:","Название (in english):","Активный:","Краткое описание:","Детальное описание:","Краткое описание (in english):","Детальное описание (in english):","МО:","Субъект федерации:","Значимость:","Населённый пункт:","Населённый пункт (in english):","Адрес:","Адрес (in english):","ОКТМО:","ФЦП (федеральная целевая программа):","Действия с объектом:","Дата начала строительства / реконструкции:","Дата завершения строительства / реконструкции:","Общий объём финансирования:","Финансирование из федерального бюджета:","Финансирование из федерального бюджета (из них освоено):","Финансирование из бюджета субъекта федерации:","Финансирование из бюджета субъекта федерации (из них освоено):","Финансирование из бюджета муниципального образования:","Финансирование из бюджета муниципального образования (из них освоено):","Финансирование из внебюджетных источников:","Финансирование из внебюджетных источников (из них освоено):","Ключевой или нет?:","Курирующий орган:","Курирующий орган (in english):","Адрес курирующего органа:","Адрес курирующего органа (in english):","Телефон курирующего органа:","Контактный телефон объекта:","Режим работы Пн.-Пт.:","Режим работы Сб.:","Режим работы Вс.:","Площадь:","E-mail:","URL сайта:","Внесён в реестр?:","Тип спортивного комплекса:","Какие соревнования проводятся?:","Виды спорта:","Яндекс координата объекта X:","Яндекс координата объекта Y:","Маштаб Яндекс-карты:","Яндекс координата центра X:","Яндекс координата центра Y:","Мини координата X:","Мини координата Y:","Генеральный план:","Дополнительные планы:","Фото:","URL фото галереи объекта:","Видео:","Панорамы:","Web-трансляции:","Прочие материалы:"
"10915","СДЮСШОР № 6 ","Specialized Children and Youth Sports School of the Olympic Reserve № 6","Y",,,,,"Город Ростов-на-Дону","Ростовская область",,"г. Ростов-на-Дону","Rostov-on-Don","Ростовская область, г. Ростов-на-Дону, ул. Веры Пановой, 27","Rostov-on-Don, ul.Very Panova, 27.","60701000",,"строительство",,"15.12.2010",8440000,8440000,,0,,0,,0,,,,,,,,,,,,,,,,"футбольное поле ",,,39.7716,47.2564,15,39.777,47.2543,,,0,0,14,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=10915",0,16,0,0
"10916","СДЮШОР «Ника»","Secondary Youth Sports School of Olympic Reserve «Nika»","Y","Спортивно-оздоровительный комплекс «Ника»  предназначен для организации спортивно-оздоровительных занятий с населением разных возрастов, проведения спортивных и тренировочных занятий с детьми и подростками по видам спорта, организации и проведения спортивно-массовых мероприятий различного уровня &#40 внутришкольных, муниципальных ,областных, российских&#41  ","При строительстве использовались типовые технологии.","Sports complex &quot Nika&quot  is intended for the organization of sports and health activities with the population of all agesяin sports and training sessions with children and adolescents , organizing and conducting sports events of different levels (intraschool, municipal, regional, Russian)","Construction was carried out using standard technologies","Красносулинский район","Ростовская область",,"г. Красный Сулин","Krasny Sulin","Ростовская область, г. Красный Сулин, ул. Центральная, 10","Rostov Region, Krasny Sulin, Central Street, 10","60626101","Развитие ФК и спорта в РФ (2006-2015)","реконструкция","01.05.2011","06.12.2011",8421000,8421000,,0,,0,,0,,,,,,,,,"08:00-22:00",,,,,,,"футбольное поле ",,"футбол",40.0216,47.8663,16,40.0213,47.8642,,,0,0,8,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=10916",0,3,0,0
"10917","ДЮСШ№ 4 футбольное поле с искусственным покрытием, легкоатлетическое ядро","Municipal budgetary educational unstitution of supplementary education for children Youth Sports School №4 football field with artificial turf, athletics shot","Y","С введением в строй после капитального ремонта стадиона «Центральный» население города Новошахтинска получила возможность круглый год заниматься массовыми видами спорта как легкая атлетика и футбол. Пропускная способность стадиона в сутки составляет — 420чел. ","- футбольное поле с искусственным покрытием -легкоатлетическое ядро  &#40 покрытие беговых дорожек и секторов выполнено из материала -Sintepol-S ","With the introduction of the system after capital renovation of the stadium &quot Centralniy&quot  population of Novoshakhtinsk got the opportunity to engage in popular sports throughout the year as athletics and football. The capacity of the stadium is 420 people a day.","- football field with artificial turf&lt br&gt &lt br&gt &lt br&gt - Track and Field core (covering cross-country tracks and sectors is of a material -Sintepol-S","Город Новошахтинск","Ростовская область",,"г. Новошахтинск ","Novoshakhtinsk","Ростовская область, г. Новошахтинск, ул. Горняцкая, 46","Rostov region, city Novoshahtinsk, street Miner 46","60730000","Развитие ФК и спорта в РФ (2006-2015)","реконструкция","20.02.2013","17.09.2014",20000000,20000000,,0,,0,,0,,,,,,,,,,,,,"nov.ofks@yandex.ru",,,"стадион",,"лёгкая атлетика, футбол",39.9431,47.7532,16,39.9435,47.7522,,,0,0,17,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=10917",0,3,0,0
"10918","Многофункциональный спортивный зал","Multifunctional sports gym","Y","В связи с пуском в эксплуатацию в ноябре 2012г Малозатратного спортивного зала в ст. Тацинской произошел  подъем активности всех слоев населения ст. Тацинской в сфере физической культуры и спорта.  Организованы  спортивные кружки для занятий с детьми,  молодежью и взрослым населением.  Это  положительно сказалось на общих показателях здоровья учащихся. Увеличилось количество детей в основной физкультурной группе. В  период  осень-весна на базе спортивного зала  проводится большое количество спортивно-массовых мероприятий  среди которых: •    Зональные районные соревнования по баскетболу  Финальные районные соревнования по баскетболу •    первенства по видам спорта среди поселений Тацинского района &#40 среди взрослого населения&#41  •    кубки по видам спорта среди поселений Тацинского района &#40 среди взрослого населения&#41  •    Зональные районные соревнования по мини -футболу Финальные районные соревнования по мини -футболу •    первенства среди образовательных              учреждений Тацинского района &#40 среди детей&#41  •    открытые районные, областные турниры по видам спорта &#40 среди детей&#41  •    матчевые встречи •    внутрипоселенческие соревнования         На базе малозатратного спортивного зала в ст. Тацинской   МБОУ  Тацинская СОШ № 1проводит уроки  по физической культуре, МБОУ ДОД ТР ДЮСШ  проводит учебно-тренировочные занятия по футболу, баскетболу, боксу и ОФП ","Основными значимыми технологическими решениями являются: •    применение энергосберегающих технологий &#40 теплоизоляционный материал&#41  •    собственная котельная на газообразном топливе •    современное синтетическое покрытие пола спортивного зала ","In connection with the commissioning in November 2012 of low cost og sports gym in the village Tazinskaya there was a rise of interest in the village Tazinskaya to the sphere of physical culture and sports. Sports clubs to practice with children, youth and adults were organized.&lt br&gt This had a positive impact on the overall performance of students' health. The number of children to primary athletic group has grown.&lt br&gt &lt br&gt During the autumn-springяon the basis of sports gym, a large number of sports events are held including:&lt br&gt &lt br&gt ? Zonal district basketball games&lt br&gt The final regional competitions in basketball&lt br&gt ? championship on different kinds of sports among settlements of Tatsinskiy area (among adults)&lt br&gt ? Cups on different kinds of sports among settlements of Tatsinskiy area (among adults)&lt br&gt ? Zonal district competitions in mini -football&lt br&gt The final regional competitions in mini -football&lt br&gt ? championship among educational institutions of Tatsinskiy area (in children)&lt br&gt ? open areas, regional tournaments on different kinds of sports (including children)&lt br&gt &lt br&gt ? match meetings&lt br&gt ? villageя competitions&lt br&gt On the basis of low-cost sports gym in the village Tazinskaya, Tatsinskaya school ь 1conducts lessons on physical training, Youth Sports School holds training sessions on football, basketball, boxing .","The main significant technological solutions are:&lt br&gt &lt br&gt ? use of energy-saving technologies (insulation material)&lt br&gt &lt br&gt &lt br&gt ? boiler house on gaseous fuels&lt br&gt &lt br&gt &lt br&gt &lt br&gt ? Modern synthetic flooring sports gym","Тацинский район","Ростовская область",,"ст. Тацинская","Tazinskaya village","Ростовская область, ст. Тацинская, ул. Октябрьская, 61 ","Rostov region, stanitsaTatsinskaya, st. October, 61 ","60654465","Развитие ФК и спорта в РФ (2006-2015)","строительство",,"18.12.2012",16216600,5000000,,9217100,,1999500,,0,,,,,,,,"8(86397) 3-03-94","11:00-20:30",,,,"mboy.school1@yandex.ru",,,"зал спортивный",,"армспорт (армрестлинг), бадминтон, баскетбол, бокс, волейбол, гиревой спорт, дартс, каратэ, настольный теннис, фитнес-аэробика, футбол, черлидинг",41.2807,48.1885,16,41.2833,48.1863,,,0,0,12,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=10918",0,2,0,0
"11892","Универсальный спортивно-оздоровительный комплекс «Олимп 21 век»","Universal sports complex «Olympus 21»","Y",,,,,"Город Ростов-на-Дону","Ростовская область",,"г. Ростов-на-Дону","Rostov-on-Don","Ростовская область, г. Ростов-на-Дону",,"60701000",,"строительство",,"01.09.2012",25000000,25000000,,0,,0,,0,,,,,,,,,,,,,,,,"многофункциональный спортивный комплекс",,,39.7187,47.2225,13,39.7186,47.2216,,,0,0,28,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=11892",1,14,0,0
"12276","Многофункциональный спортивный комплекс «Баскет-Холл»","Basket Hall, multifunctional sports complex ","Y","Спортивная база ГБУ КК  «Многофункционального спортивного комплекса» в состав которого входит Баскет-Холл на 7,5 тысяч зрительских мест &#40 общая площадь объекта 25 435,1 кв.м.&#41   на сегодняшний день является крупнейшим спортивным объектом в ЮФО с возможностью проведения соревнований российского и международного уровня. Спортивный комплекс используют более 20 спортивных государственных учреждений дополнительного образования детей, а также физкультурно-оздоровительными услугами пользуются и жители Краснодарского края.  Даты крупных соревнований и значимых событий: Первенство Краснодарского края по баскетболу. Турнир по баскетболу Локомотив Кубань «Школьная баскетбольная лига» Чемпионат Единой лиги ВТБ по баскетболу среди молодежных команд Краевой турнир по баскетболу на призы ЗМС Саврасенко А.Д. среди юношей Летняя спартакиада молодежи России 2014 года, соревнования по баскетболу среди федеральных округов Турнир по боксу имени Андрея Андреева Кубок губернатора Краснодарского края по художественной гимнастике Первенство ГБУ КК «ЦСП по художественной гимнастике» Чемпионат Краснодарского края по художественной гимнастике Турнир по боксу «Кубок Спартака» Спартакиада учащихся Кубани по художественной гимнастике Турнир по профессиональному боксу Первенство Краснодарского края по художественной гимнастике Первенство Краснодарского края по баскетболу среди юношей Чемпионат Единой лиги ВТБ по баскетболу среди молодежных команд Турнир по боксу Соревнования города Краснодара по минифутболу «Лига вызова». Кубок МТС по волейболу Турнир по баскетболу им. Турченко Первенство Краснодарского края по баскетболу Первенство Краснодарского края по танцевальному спорту Первенство Краснодарского края по баскетболу Первенство ЮФО по киокусинкай Спортивные игры Олимпионик Кубок губернатора Краснодарского края по вольной борьбе Краевые соревнования «Спорт против наркотиков». Первенство Краснодарского края по художественной гимнастике Кубок федерации Краснодарского края по художественной гимнастике. Соревнования по боксу. Соревнования города Краснодара по баскетболу «Лига вызова». ","Спортивная база ГБУ КК  «Многофункционального спортивного комплекса» в состав которого входит Баскет-Холл на 7,5 тысяч зрительских мест &#40 общая площадь объекта 25 435,1 кв.м.&#41  Применялись типовые технологии.","Sports base of &quot Multipurpose sports complex&quot  which includes the Basket-Hall with 7.5 thousand seats (total building area of 25 435.1 square meters) is by far the largest sports facility in Southern Federal District with the possibility to hold competitions of national and international level. The sports complex is used by more than 20 sporting state institutions of additional education of children, as well as health and fitness services and the residents of the Krasnodar Territory.","Typical technologies were used","Город Краснодар","Краснодарский край",,"г. Краснодар","Krasnodar","Краснодарский край, г. Краснодар, ул. Пригородная, 24 ","Krasnodar region, Krasnodar, st. Suburban, 24","3701000","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.02.2006","01.12.2011",1762500000,775000000,,987500000,,0,,0,,,"Гл. Консультант отдела РЭСС Минспорта КК - Коробков А.С. ",,,,"8(8612)9922808","8 918 313-22-12 ","8:00-20:00",,,,"sportstroy@mail.ru",,,"многофункциональный спортивный комплекс","всероссийские","баскетбол, бокс, прыжки на батуте, спортивная акробатика, спортивная борьба, спортивная ходьба, танцевальный спорт, тхэквондо, художественная гимнастика, эстетическая гимнастика",38.9813,45.1174,15,38.9813,45.1167,0.1073,0.5311,0,0,27,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12276",0,0,0,0
"12343","Футбольное поле с искусственным покрытием ДЮСШ «Спартак»","Football field with artificial turf Municipal budgetary educational institution of supplementary education for children Youth Sports School «Spartak»","Y","Позволит увеличить площадь плоскостных спортивных сооружений муниципального образования Кавказского района и Краснодарского края в целом, укрепить учебно-тренировочную базу для развития детско-юношеского футбола, и увеличить количество занимающихся физической культурой и спортом. Даты крупных соревнований и значимых событий: С мая по октябрь 2014 годов – этапы Первенства Краснодарского края на Кубок губернатора Краснодарского края.","Строительство велось с использованием типовых технологий.","Will increase the area of ??the plane sports facilities of the municipality of the Caucasus region and the Krasnodar Territory in general, strengthen training base for the development of youth football, and increase the number of people engaged in physical culture and sports.",,"Кавказский район","Краснодарский край",,"г. Кропоткин","Kropotkin","Краснодарский край, г. Кропоткин, ул. Железнодорожная, 2","Kropotkin Street. Train 2","3618101","Развитие ФК и спорта в РФ (2006-2015)","реконструкция","01.02.2013","19.06.2014",19754300,8421000,,8500000,,2833300,,0,,,"Гл. Консультант отдела РЭСС Минспорта КК - Коробков А.С.",,,,"8(861) 9922808","8 918 457-42-70",,,,,"sportstroy@mail.ru",,,"футбольное поле ",,"футбол",40.5608,45.4344,16,40.5588,45.4345,,,0,0,12,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12343",0,0,0,0
"12351","Футбольное поле с искусственным покрытием ДЮСШ по игровым видам спорта","Football field with artificial turf Municipal budgetary educational unstitution of supplementary education for children Youth Sports School in game sports","Y","Позволить увеличить площадь плоскостных спортивных сооружений муниципального образования Крымского района и Краснодарского края в целом, укрепить учебно-тренировочную базу для развития детско-юношеского футбола, и увеличить количество занимающихся физической культурой и спортом.","Типовой проект","Will allow to increase the area of planar sports facilities of the municipality and the the Crimskiy region and of Krasnodar region in general, strengthen training base for the development of youth football, and increase the number of people engaged in physical culture and sports.","Model project","Крымский район","Краснодарский край",,"г. Крымск","Krymsk","Краснодарский край, г. Крымск, ул.Синева, 9","Krasnodar region, city Krymsk Street, blue, 9.","3625101","Развитие ФК и спорта в РФ (2006-2015)","реконструкция","01.02.2013","26.06.2014",19754300,8421000,,8500000,,2833300,,0,,,"Гл. Консультант отдела РЭСС Минспорта КК - Коробков А.С.",,,,"8(8612)9922808","8 928 431-82-41",,,,,"sportstroy@mail.ru",,,"футбольное поле ",,"футбол",37.9889,44.9296,16,37.9888,44.9293,,,0,0,7,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12351",0,0,0,0
"12621","Центр спортивной подготовки «Юбилейный»","«Yubileiniy» center of sports training","Y","Социальная значимость объекта: создание условий для укрепления здоровья населения Алтайского края путем развития инфраструктуры спорта, популяризации массового и профессионального спорта &#40 включая спорт высших достижений&#41  и приобщения различных слоев населения к регулярным занятиям физической культурой и спортом. Даты крупных соревнований и значимых событий: - Первенство Алтайского края по баскетболу среди девушек 1996 -1997г.р.   23-26.02.2013 - Региональный турнир по баскетболу памяти Н.Ф. Чернухина среди ветеранов и юношей 2001-2002 г.р.    27-03.2013 - VI летняя Спартакиада учащихся Алтайского края по баскетболу среди       юношей   14-17.03.2013 - Первенство Алтайского края по волейболу среди девушек 1999-2000 г.р.    04-07.04.2013 - Первенство Алтайского края по баскетболу среди девушек 1996-1996 г.р.    17-21.04.2013 - 15 Открытый «Международный турнир «Сибирь Азия» Открытый Чемпионат и Первенство Алтайского края  &#40 кумитэ, ката&#41     28-30 .09. 2013 - Первый этап детского фестиваля Алтайского края по волейболу среди девочек 2001-2003 г.р. «Здесь зажигаются звезды»    02-03.11.2013 - Первенство Алтайского края по баскетболу среди юношей 1998г.р      01-05.05.14 - Открытое первенство «ЦСП «Юбилейный» по плаванию посвященное «Дню защиты детей» с участием сильнейших команд Алтайского края и Кемеровской области.  30.05-01.06.2014 - Региональный турнир по бадминтону памяти Г.С. Титова. 25-27.04.2014  ","Современная система водоочистки, покрытие сооружения энергосберегающими материалами, установлен теплоутилизатор и частотные регуляторы в системе вентиляции- кондиционирования с  программированием их работы,  расходомеры на холодной и горячей воде в душевых помещениях  ","Social objects: creating conditions for strengthening the public health of the Altai Territory through the development of sports infrastructure, promotion of mass and professional sports (including elite sport) and the attracion of various segments of the population to regular physical training and sports.&lt br&gt Dates of major events and significant events:&lt br&gt Championship of the Altai Krai in Basketball among girls born in 1996 -1997.&lt br&gt 23-26.02.2013&lt br&gt - Regional Basketball Tournament in memory of N.F. Chernukhina among veterans and young men born in 2001-2002 27-03.2013&lt br&gt - VI Summer Games of students of Altai Krai in basketball among boys 14-17.03.2013&lt br&gt Championship of the Altai Krai in volleyball among girls born in 1999-2000&lt br&gt 04-07.04.2013&lt br&gt Championship of the Altai Krai in basketball among girls born in 1996-1996&lt br&gt 17-21.04.2013&lt br&gt Open 15 &quot International Tournament&quot  Siberia Asia ?Open Championship of the Altai Territory (kumite, kata) 28-30 .09. 2013&lt br&gt The first phase of the Children's Festival of Altai Krai in volleyball among girls born in 2001-2003 &quot Here the stars are lit&quot  02-03.11.2013&lt br&gt Championship of the Altai Krai in basketball among boys born in 1998&lt br&gt 01-05.05.14&lt br&gt Open Championship &quot Jubilee &quot in swimming devoted to&quot  Children's Day &quot with the participation of the strongest teams in the Altai Krai and Kemerovo region.&lt br&gt 30.05-01.06.2014&lt br&gt - Regional Badminton Tournament in memory ofя G.S. Titov. 25-27.04.2014","Modern water treatment system, covering the construction with energy-saving materials, installed heat exchanger and frequency regulators in the ventilation system - air conditioning with programming their work, flowmeters at the cold and hot water in the shower rooms","Рубцовский район","Алтайский край",,"г. Рубцовск","Rubtsovsk","Алтайский край, г. Рубцовск, пр-т Ленина, 203 ","658225, Altai region, Rubtsovsk city, Lenina 203. ","1716000","Развитие ФК и спорта в РФ (2006-2015)","строительство",,"03.09.2007",149488021,42000000,,9535000,,89369921,,8583100,,,,,,,,"8-38557-9-15-50 8-905-082-29-64 ","08:00-22:00",,,,"yubilejniy@yandex.ru",,,"многофункциональный спортивный комплекс",,"аквааэробика, бадминтон, баскетбол, волейбол, каратэ, киокусинкай, плавание, теннис, фитнес-аэробика, черлидинг",81.20659999999999,51.4911,16,81.2067,51.4902,,,0,0,42,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12621",0,7,0,0
"12676","Многофункциональный спортивный зал «ЯРЫШ» средней школы № 33","Multifunctional sports gym «YARISH»","Y","Созданы условия и для занятий спортом для людей с ограниченными физическими возможностями. Спортивный комплекс отвечает всем требованиям по развитию массового спорта - здесь можно проводить соревнования как городского, так и российского уровня. Даты крупных соревнований и значимых событий: 1. Турниры по вольной борьбе. 2. Первенство РТ по восточному боевому единоборству &#40 сетокан&#41 . 3. Чемпионат и первенство РТ по киокусинкай. 4. Чемпионат Татарстана по армейскому рукопашному бою. 5. XII традиционный Республиканский турнир по греко-римской борьбе. 6. Турниры, первенства, чемпионаты города по гирьевому спорту, дзюдо, греко-римской борьбе,армспорту.","Строительство использовалось с использованием типовых технологий. ","The conditions for sports for people with disabilities are created. Sports complex meets all the requirements for the development of mass sports - you can hold competitions in both urban and the Russian level.","Construction was carried out using standard technologies","Нижнекамский район","Республика Татарстан",,"г. Нижнекамск","Nizhnekamsk","Республика Татарстан, г. Нижнекамск, пр-т Химиков, 13/а ","423570, Republic of Tatarstan, Nizhnekamsk Avenue Chemists, d. 13A ","92644101","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.02.2010","12.08.2011",17500000,17500000,,0,,0,,0,,,,,,,,"8(8555) 30-00-11, 30-00-13","09.00 - 19.00",,,,"dush-dinamo-nk@yandex.ru",,,"зал спортивный",,"армспорт (армрестлинг), баскетбол, волейбол, греко-римская борьба, дзюдо, мини-футбол, настольный теннис, спортивная борьба, теннис",51.7886,55.6232,15,51.7917,55.6181,,,0,1,14,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12676",0,0,0,0
"12790","Детско-юношеская спортивная школа","Municipal budgetary educational unstitution of supplementary education of children «Youth Sports School»","Y","Объект вносит свой вклад в формирование современного облика города и поддержку чувашского и российского спорта, развитие которого  является одной из приоритетных задач государства. Объект находится в центре города, шаговой доступности. Новое футбольное поле, отвечает современным европейским стандартам, предназначенным для любительского и профессионального спорта, полноценного физического развития подрастающего поколения. На обновленном стадионе  созданы все условия для работы детско-юношеских спортивных школ и секций, развитию талантливой молодежи и воспитанию профессиональных спортсменов. ","Футбольное поле с искусственным покрытием и ливневая канализация по водоотводу  хоккейная коробка   реконструкция трибун - установка пластиковых кресел  уличная гимнастическая площадка  уличные тренажеры  наружное освещение  ограждение стадиона.","Object contributes to the formation of the modern image of the city the the support of the Chuvash and the Russian sport, the development of which is one of the priorities of the state. The property is situated in the city center, walking distance. New soccer field meets modern European standards designed for amateur and professional sports, full physical development of the young generation. On the renewed stadium are all conditions for youth sports schools and clubs, development and education of talented young professional athletes.","Football field with artificial turf and storm drainage water evacuation  hockey box  reconstruction of the stands - installation of plastic chairs  outdoor Gymnastics playground  outdoor fitness equipment  outdoor lighting  fencing of stadium.","Город Шумерля","Республика Чувашия",,"г. Шумерля","Shumerlya","Республика Чувашия, г. Шумерля, ул. Ленина, 15/а","Chuvash Republic, Shumerlya Street. Lenin, 15 A","97713000","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.06.2012","01.08.2013",8421000,8421000,,0,,0,,0,,,,,,,,"8 (83536) 2 66 17","08.00 - 20.00",,,,"moudo@gshum.cap.ru",,,"стадион",,"баскетбол, волейбол, городошный спорт (городки), лёгкая атлетика, футбол, хоккей",46.4082,55.4997,15,46.4071,55.4991,,,0,0,16,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12790",1,0,0,0
"12810","Крытый каток  с искусственным льдом","Indoor ice rink with artificial ice","Y","Крытый каток с искусственным льдом. Даты крупных соревнований и значимых событий: Зимняя спартакиада трудящихся Приморского края февраль 2010 года Краевой турнир по хоккею «Золотая шайба» в февраль 2010, 2011, 2012 году, 2015 году. Первенство Приморского края по шорт – треку 12.10.-13.10. 2013 года, 18-19.10. 2014 года.","1. Ледозаливочная машина «ZAMBOZI» - Канада 2. Компрессора холодильных установки – Южная Корея 3. Осушители воздуха – Швеция 4. Вытяжной агрегат – Германия 5. Циркуляционные насосы – Южная Корея 6. Машина для подрезки льда «ZAMBOZI» ",,,"г.о. Большой Камень","Приморский край",,"г. Большой Камень","Bolshoy Kamen`","Приморский край, г. Большой Камень, ул. Приморского Комсомола, 6","Primorsky Krai, Bolshoi Kamen Street. Primorsky Komsomol, 6","5706000","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.11.2005","07.07.2009",60000000,60000000,,0,,0,,0,,,"Заместитель директора - Тихомиров Евгений Николаевич",,,,"8(42335) 5-73-87","8 (42355) 5-74-40, 5-73-87","08:00-23:00","08:00-14:00","08:00-11:00",,"b_led@mail.ru","www.isebk.ru",,"арена ледовая",,"конькобежный спорт, фигурное катание, хоккей",132.3488,43.1068,16,132.3518,43.1039,,,0,0,10,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12810",2,0,0,0
"12812","Спортивный комплекс «Льдинка» СОШ № 4","Sports stadium of school № 4","Y","Предоставление услуг в области физической культуры и спорта должно обеспечивать формирование здорового образа жизни населения, способствовать улучшению или восстановлению здоровья, способствовать поднятию жизненного тонуса населения, отвлечению от жизненных трудностей и конфликтов, преодолению стрессовых ситуаций, всестороннему развитию детей и подростков, профилактике правонарушений среди детей и молодежи.","Строительство велось с использованием типовых технологических решений.","Providing services in the field of physical education and sport must ensure the formation of a healthy way of life, contribute to the improvement or restoration of health, contribute to raise the vitality of the population, diversion from life's difficulties and conflicts, overcoming stress, all-round development of children and adolescents, prevention of delinquency among children and the youth.","Construction was carried out using standard technologies","Город Новый Уренгой","Ямало-Ненецкий АО",,"г. Новый Уренгой","Novy Urengoy","Ямало-ненецкий автономный округ, г. Новый Уренгой, ул. Молодежная, 23/а","YANAO, Novy Urengoy, street youth, House 23A","71956000","Развитие ФК и спорта в РФ (2006-2015)","строительство","05.05.2012","31.12.2013",18000000,18000000,,0,,0,,0,,,"Ведущий инженер проектно-сметного отдела Управления капитального строительства Администрации города Новый Уренгой - Сытенко Александр Александрович",,,," 8(3494) 94-45-71",,"08.00 - 23.00",,,,,,,"арена ледовая",,"конькобежный спорт, фигурное катание, хоккей",76.685,66.08199999999999,15,76.6901,66.0827,,,0,0,10,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=12812",0,0,0,1
"13027","ДЮСШ «Олимп»","Youth Sports School «Olympus»","Y","С появлением в п.г.т. Богатые Сабы футбольного поля с искусственным покрытием увеличился объем спортивных мероприятий, проводимых в районе. Появились комфортные условия для тренировочного процесса по футболу и легкой атлетике, как для детей так и для взрослых. Как следствие повысилась результативность и количество соревнований, в которых принимает участие команды района. Полноценно и в комфортных современных условиях проводится Чемпионат района по футболу среди мужских команд - самому популярному виду спорта в районе. Благодаря зрительским креслам население района имеет возможность на досуге наблюдать и поболеть за любимые команды. Освещение футбольного поля позволяет игрокам завершать игры поздно вечером, а наличие цифрового табло прекрасно информирует и придает цивилизованный вид всему сооружению. Даты крупных соревнований и значимых событий: Летняя Спартакиада среди учащихся общеобразовательных школ района-май 2013 г. 9-ая Спартакиада учащихся Республики Татарстан по футболу среди юношей и девушек,апрель-май 2013 г. Ежегодный Чемпионат Сабинского муниципального района по футболу, май-июль. Ежегодные зональные республиканские соревнования по футболу &quot Кожаный мяч&quot , май-июль. Спартакиада муниципальных работников Республики Татарстан по лёгкой атлетике октябрь 2013. Первенство Республики Татарстан по футболу среди мужских команд Первой Лиги в сезонах 2013 и 2014 гг., июнь-октябрь. Практический тур олимпиады по физической культуре среди учащихся ОУ. Районные соревнования &#40 День физкультурника, День Республики, День молодёжи&#41 . Соревнования спортивных семей &quot Стартуем вместе&quot , май 2013г., III Спартакиада Республики Татарстан среди работников органов прокуратуры - май 2014. Ежегодно - Первенство Республики Татарстан по футболу среди юношей. Спартакиада медицинских работников. Спартакиада работников &quot Газпрома&quot . Чемпионат района по лёгкой атлетике среди инвалидов.","Общая площадь футбольного поля Сабинского района составляет 14348, 3 кв.м. из них футбольное поле с искусственным покрытием – 7825,8 кв.м, беговая дорожка 6247,7 кв.м, сектор по прыжкам в длину 28,6 кв.м, сектор для толкания ядра 246,2 кв.м, трибуна на 500 мест","With the appearance in the settlement Bogatye Saby of a football field with artificial turf sporting events held in the area increased. There are favorable conditions for the training process for football and athletics, both for children and for adults. As a consequence of efficiency and the number of competitions in which the district team is participating has increased. Fully and in comfortable modern conditions is held the district championship in football among men's teams - the most popular sport in the area. Thanks to the seats the rans of the district have the opportunity to watch at leisure and the support their favorite team. Illumination of thefootball field allows players to complete the game late in the evening, and the presence of a digital scoreboard informs and gives great views to the whole construction.","The total area of a football field of Sabinsky district is 14348, 3 sq.m. of which football field with artificial turf - 7825.8 m, 6247.7 m running track, a sector for long jump of 28.6 m, a sector for shot put 246.2 sq.m, Stand for 500 places","Сабинский район","Республика Татарстан",,"пгт Богатые Сабы","village Bogatye Saby","Республика Татарстан, пгт Богатые Сабы, ул. Тукая, 11","Republic of Tatarstan, urban-type settlement Rich Saba Street Tukaya 11","92652151","Развитие ФК и спорта в РФ (2006-2015)","строительство","11.01.2010","30.12.2011",8450000,8450000,,0,,0,,0,,,"Отдел по делам молодежи и спорту исполнительного комитета Сабинского муниципального района Республики Татарстан",,,,"88436224589",,,,,14348,"odms.saba@tatar.ru",,,"стадион",,"лёгкая атлетика, футбол",50.4382,55.9939,15,50.4357,55.997,,,0,0,3,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=13027",0,0,0,0
